OBR;10110 CUSTO;01.22.02;C00571;I19973;REMOCAO DE ENTULHO;Locaá∆o de Caáamba e Duto de Lixeira Met†lica.
OBR;10111 CUSTO;01.22.03;C00601;;LIMPEZA FINAL DE OBRA;
OBR;10112 CUSTO;01.22.03;C00601;I01177;LIMPEZA FINAL DE OBRA;
OBR;10113 CUSTO;01.22.04;C00438;;CONSULTORIAS PARA ENTREGA;
OBR;10114 CUSTO;01.22.04;C00438;I19796;CONSULTORIAS PARA ENTREGA;Checklists finais de apartamento ( Ex. SGQ). 
OBR;10115 CUSTO;2;-1;-1;ADMINISTRACAO DE OBRA (CONSTRUTORA);
OBR;10116 CUSTO;2,01;C00446;;TAXA DE ADMINISTRACAO DE OBRA (CONSTRUTORA);
OBR;10117 CUSTO;2,01;C00446;I19804;TAXA DE ADMINISTRACAO DE OBRA (CONSTRUTORA);Remuneraá∆o pelo custo incorrido de obra da construrora contratada.  
OBR;10118 CUSTO;3;-1;-1;CUSTO OBRA MASTERPLAN PARA A SPE;
OBR;10119 CUSTO;3,01;C00447;;CUSTO OBRA MASTERPLAN PARA A SPE;
OBR;10120 CUSTO;3,01;C00447;I19805;CUSTO OBRA MASTERPLAN PARA A SPE;Serviáos de melhorias na regi∆o do empreendimento (Ex. Construá∆o do Parque Flamboyant). 
OBR;10121 CUSTO;4;-1;-1;MOBILIARIO DESIGN & EQUIPAMENTOS (FF&E);
OBR;10122 CUSTO;4,01;C00604;;AREA COMUM;
OBR;10123 CUSTO;4,01;C00604;I20382;AREA COMUM;
OBR;10124 CUSTO;4,02;C00605;;APARTAMENTO;
OBR;10125 CUSTO;4,02;C00605;I20383;APARTAMENTO;
OBR;10124 CUSTO;4,03;C14190;;TAXA DE ADMINISTRACAO FFE;
OBR;10125 CUSTO;4,03;C14190;I23472;TAXA DE ADMINISTRACAO FFE;
